gender,weight,height,age,activity_level,calories_needed
female,74,156,24,moderate_exercise,2223
female,47,172,24,sedentary,1517
female,42,172,21,very_active,2120
male,70,199,23,sedentary,2001
male,96,178,23,light_exercise,2470
female,71,172,19,light_exercise,2102
male,82,187,21,sedentary,2067
female,40,167,21,sedentary,1413
female,58,173,21,extra_active,2651
female,48,161,20,sedentary,1470
female,83,172,23,sedentary,1955
female,70,176,20,light_exercise,2116
male,71,172,19,sedentary,1835
female,79,166,18,light_exercise,2168
female,69,173,20,moderate_exercise,2341
male,93,157,24,light_exercise,2242
male,54,179,20,sedentary,1677
male,70,197,18,moderate_exercise,2604
male,52,159,21,light_exercise,1716
male,91,192,18,very_active,3207
male,52,158,18,very_active,2167
female,44,154,24,light_exercise,1542
male,65,194,22,sedentary,1910
female,48,173,20,very_active,2243
female,88,163,21,extra_active,3102
male,89,179,19,light_exercise,2410
female,48,175,23,very_active,2239
female,43,152,24,very_active,1896
female,81,173,20,light_exercise,2242
male,73,179,18,light_exercise,2197
female,81,154,18,sedentary,1826
female,58,177,21,moderate_exercise,2201
male,70,180,19,very_active,2707
female,74,166,19,extra_active,2891
female,50,157,22,extra_active,2299
male,60,158,20,very_active,2288
male,55,175,23,light_exercise,1881
male,53,179,19,light_exercise,1915
female,68,160,22,extra_active,2677
female,55,162,23,extra_active,2444
female,65,150,22,moderate_exercise,2041
male,87,177,21,very_active,2950
female,84,153,20,moderate_exercise,2380
female,60,154,22,moderate_exercise,2002
male,74,171,21,extra_active,2931
female,83,166,18,light_exercise,2223
male,89,190,20,moderate_exercise,2816
male,71,150,20,moderate_exercise,2149
female,71,164,22,sedentary,1757
male,52,196,19,sedentary,1787
female,57,170,23,very_active,2340
female,52,170,19,sedentary,1592
male,92,161,20,sedentary,1998
female,42,159,20,light_exercise,1585
male,90,180,18,sedentary,2129
male,71,182,19,moderate_exercise,2467
female,65,177,22,light_exercise,2042
female,78,179,22,moderate_exercise,2523
male,89,183,21,very_active,3049
female,41,179,24,extra_active,2371
female,87,170,20,light_exercise,2298
male,98,174,24,light_exercise,2456
female,60,167,18,sedentary,1671
female,41,176,21,sedentary,1493
male,74,189,23,extra_active,3126
female,47,179,20,light_exercise,1826
male,52,169,24,sedentary,1554
male,87,181,22,extra_active,3287
male,71,170,23,very_active,2581
female,87,155,23,light_exercise,2149
female,48,170,20,sedentary,1538
female,72,176,22,sedentary,1859
female,45,178,20,extra_active,2473
male,94,162,18,extra_active,3233
female,73,169,21,extra_active,2888
male,97,166,20,light_exercise,2401
male,58,187,20,very_active,2566
female,57,160,18,extra_active,2506
female,67,157,23,very_active,2372
male,57,160,21,moderate_exercise,2021
female,64,159,24,extra_active,2570
female,58,152,19,light_exercise,1752
male,61,181,21,sedentary,1770
male,53,177,22,sedentary,1638
male,70,182,23,extra_active,2967
male,91,170,18,extra_active,3271
male,56,186,24,light_exercise,1982
female,60,164,24,sedentary,1613
male,98,177,19,sedentary,2196
female,49,157,21,extra_active,2290
female,49,158,18,light_exercise,1686
female,63,174,23,moderate_exercise,2234
female,78,156,21,extra_active,2829
male,55,151,21,light_exercise,1688
male,79,191,23,light_exercise,2348
female,83,156,18,very_active,2681
male,91,172,22,very_active,2957
male,57,194,21,sedentary,1820
male,57,156,18,sedentary,1553
male,77,188,20,very_active,2905
male,69,161,21,very_active,2467
female,67,161,20,sedentary,1698
male,78,181,24,moderate_exercise,2527
male,75,186,23,extra_active,3109
male,87,168,18,moderate_exercise,2587
female,88,169,21,moderate_exercise,2589
male,84,158,20,light_exercise,2154
female,66,162,18,moderate_exercise,2203
female,55,163,24,light_exercise,1771
female,48,169,18,extra_active,2442
male,97,174,19,light_exercise,2477
female,85,158,22,very_active,2702
female,74,165,19,extra_active,2879
male,70,176,24,light_exercise,2089
male,87,196,19,very_active,3172
female,42,164,22,sedentary,1409
female,77,179,24,light_exercise,2211
male,75,194,24,sedentary,2018
female,49,165,21,sedentary,1506
male,58,159,23,light_exercise,1784
male,82,164,21,moderate_exercise,2447
female,55,169,19,light_exercise,1857
female,78,151,22,extra_active,2760
female,69,176,21,moderate_exercise,2362
female,72,158,24,extra_active,2710
female,46,156,18,sedentary,1421
female,40,169,20,sedentary,1434
male,74,169,23,extra_active,2888
male,97,196,18,very_active,3353
female,60,171,19,sedentary,1695
male,96,167,22,extra_active,3292
male,88,158,21,very_active,2763
male,71,165,21,sedentary,1770
female,63,156,20,light_exercise,1848
female,54,164,18,moderate_exercise,2037
female,58,161,18,light_exercise,1836
male,53,178,23,very_active,2357
female,78,165,22,moderate_exercise,2387
male,69,160,24,sedentary,1691
female,50,172,24,moderate_exercise,2006
male,82,169,18,sedentary,1950
male,96,179,20,moderate_exercise,2818
male,57,170,22,moderate_exercise,2110
female,73,164,24,extra_active,2801
male,70,187,23,very_active,2747
female,65,167,19,very_active,2480
female,83,157,19,extra_active,2955
male,54,175,19,very_active,2377
male,82,156,23,extra_active,2886
male,85,154,22,extra_active,2929
male,98,153,18,very_active,2907
female,51,164,19,sedentary,1535
female,66,158,21,moderate_exercise,2141
female,66,156,22,moderate_exercise,2114
female,41,164,22,extra_active,2212
female,77,171,18,very_active,2739
female,79,168,21,light_exercise,2164
female,70,166,23,light_exercise,2010
male,81,199,18,very_active,3110
male,86,162,22,very_active,2763
female,50,164,22,light_exercise,1724
male,62,191,23,extra_active,2922
male,89,192,20,sedentary,2195
male,57,193,18,very_active,2631
female,80,162,24,moderate_exercise,2374
male,52,180,24,sedentary,1637
male,91,195,23,extra_active,3520
female,56,163,22,moderate_exercise,2027
female,53,178,19,moderate_exercise,2149
female,47,172,19,extra_active,2449
female,46,159,21,very_active,2049
female,46,166,18,moderate_exercise,1932
female,82,166,24,moderate_exercise,2444
male,83,182,18,light_exercise,2360
male,63,163,21,sedentary,1659
female,50,165,22,very_active,2174
male,50,182,21,extra_active,2606
female,80,172,20,moderate_exercise,2502
female,54,153,18,sedentary,1494
male,75,168,22,moderate_exercise,2370
male,71,159,19,light_exercise,1991
female,65,177,20,very_active,2579
female,83,176,20,very_active,2879
female,71,175,18,extra_active,2950
female,65,172,20,light_exercise,2013
male,90,184,19,very_active,3095
male,72,164,18,moderate_exercise,2316
male,61,165,21,light_exercise,1891
female,75,160,24,sedentary,1763
male,65,167,23,moderate_exercise,2198
female,81,163,24,extra_active,2941
male,79,154,21,moderate_exercise,2304
female,66,154,23,extra_active,2558
male,98,174,18,very_active,3133
female,72,167,20,very_active,2592
female,42,164,21,sedentary,1415
female,45,154,23,sedentary,1364
male,93,152,24,light_exercise,2199
female,69,173,18,light_exercise,2090
male,69,199,23,extra_active,3150
male,86,169,22,sedentary,1974
male,57,155,19,very_active,2213
male,86,183,24,sedentary,2067
male,84,161,24,sedentary,1878
female,41,175,23,moderate_exercise,1903
male,96,177,18,sedentary,2178
female,64,160,20,moderate_exercise,2137
male,79,190,23,very_active,2935
male,66,187,18,sedentary,1893
male,67,193,19,moderate_exercise,2511
male,83,179,24,sedentary,2001
female,69,177,24,very_active,2614
male,72,152,21,extra_active,2668
female,62,172,22,light_exercise,1958
female,75,171,24,moderate_exercise,2384
female,75,150,20,extra_active,2710
female,46,178,18,moderate_exercise,2048
female,64,163,24,light_exercise,1894
male,56,190,18,sedentary,1796
female,73,177,24,extra_active,2955
female,60,158,23,light_exercise,1803
female,72,175,22,very_active,2661
male,60,159,23,extra_active,2504
male,51,169,20,moderate_exercise,2023
female,53,162,18,sedentary,1550
female,63,174,18,extra_active,2786
male,54,171,21,moderate_exercise,2081
male,63,195,22,sedentary,1893
female,48,170,23,very_active,2185
male,80,175,23,sedentary,1941
male,67,163,24,extra_active,2675
male,64,181,21,extra_active,2860
male,79,156,23,light_exercise,2047
female,50,156,19,moderate_exercise,1889
female,58,156,23,sedentary,1535
male,81,169,18,moderate_exercise,2504
female,61,164,23,moderate_exercise,2106
female,67,156,23,sedentary,1643
male,92,176,21,moderate_exercise,2719
male,90,195,24,sedentary,2205
male,67,186,21,light_exercise,2154
female,71,151,24,moderate_exercise,2128
female,67,163,24,very_active,2428
female,41,151,18,very_active,1902
male,58,158,22,sedentary,1556
female,78,178,21,sedentary,1952
male,80,161,24,moderate_exercise,2364
female,80,170,21,extra_active,3033
male,76,188,18,light_exercise,2316
male,82,162,18,moderate_exercise,2451
female,79,165,23,sedentary,1854
male,83,165,19,very_active,2769
female,56,176,18,light_exercise,1937
male,54,170,18,sedentary,1622
male,95,152,22,sedentary,1955
female,86,155,24,sedentary,1857
male,52,179,20,very_active,2377
male,61,184,22,light_exercise,2047
female,89,176,20,very_active,2983
male,80,169,24,sedentary,1890
male,88,176,19,moderate_exercise,2672
female,66,151,20,light_exercise,1846
male,77,184,23,light_exercise,2260
male,57,187,19,extra_active,2817
male,59,179,24,sedentary,1713
male,78,196,19,very_active,3017
male,66,194,23,very_active,2754
male,56,159,18,moderate_exercise,2019
female,77,173,21,sedentary,1902
male,70,185,24,moderate_exercise,2442
male,95,176,24,extra_active,3361
male,52,181,19,extra_active,2651
male,71,196,24,extra_active,3143
female,70,179,19,very_active,2696
male,60,181,23,sedentary,1746
male,80,164,24,very_active,2663
female,65,153,24,moderate_exercise,2054
male,51,156,22,light_exercise,1669
male,60,163,18,extra_active,2599
female,64,157,20,sedentary,1632
male,73,179,23,moderate_exercise,2438
male,79,188,23,extra_active,3209
male,65,186,24,moderate_exercise,2374
female,74,178,24,very_active,2711
female,63,151,19,very_active,2273
male,59,157,19,moderate_exercise,2039
female,41,173,23,light_exercise,1671
male,84,150,23,moderate_exercise,2327
male,72,161,23,very_active,2502
male,99,159,21,sedentary,2061
female,83,166,24,extra_active,3014
male,94,153,21,extra_active,3097
male,50,178,19,light_exercise,1865
male,63,174,22,very_active,2495
female,59,153,21,extra_active,2432
male,55,152,20,very_active,2137
female,83,150,19,light_exercise,2078
female,60,157,22,moderate_exercise,2031
female,79,178,20,extra_active,3119
male,93,161,22,light_exercise,2290
male,80,171,23,very_active,2747
female,40,161,22,moderate_exercise,1760
female,49,151,24,light_exercise,1585
male,82,151,20,light_exercise,2066
male,51,193,22,moderate_exercise,2240
male,76,151,21,moderate_exercise,2229
male,75,194,24,sedentary,2018
female,76,168,20,moderate_exercise,2401
female,64,154,23,extra_active,2520
male,58,163,22,moderate_exercise,2058
female,49,164,20,very_active,2163
female,45,153,24,light_exercise,1547
male,60,171,20,very_active,2428
male,71,157,24,very_active,2433
female,44,167,24,very_active,2075
male,99,182,18,moderate_exercise,2909
female,78,163,21,sedentary,1839
female,62,174,22,moderate_exercise,2227
female,54,166,19,extra_active,2511
male,71,160,20,sedentary,1739
male,79,153,19,very_active,2571
male,82,174,18,sedentary,1988
female,61,170,22,light_exercise,1927
female,62,155,21,extra_active,2513
female,88,168,19,sedentary,2009
male,97,177,23,sedentary,2160
female,51,151,24,extra_active,2228
female,63,173,20,sedentary,1740
male,92,154,19,extra_active,3090
female,86,164,18,moderate_exercise,2533
female,60,159,23,moderate_exercise,2043
male,92,169,19,light_exercise,2365
female,75,158,23,light_exercise,2010
female,71,167,20,extra_active,2836
male,58,174,20,moderate_exercise,2180
male,72,155,23,sedentary,1695
female,54,176,19,very_active,2387
male,73,179,21,light_exercise,2176
male,87,196,20,light_exercise,2522
female,79,152,21,very_active,2543
male,86,158,18,moderate_exercise,2475
male,50,151,23,moderate_exercise,1810
male,55,168,24,light_exercise,1814
female,58,166,23,very_active,2314
female,79,178,18,very_active,2849
male,85,189,19,very_active,3062
female,45,169,21,very_active,2139
female,63,155,20,moderate_exercise,2074
male,88,184,23,sedentary,2105
female,45,153,19,sedentary,1380
male,69,180,24,very_active,2646
female,62,170,18,moderate_exercise,2219
female,53,172,23,light_exercise,1827
female,71,155,22,sedentary,1689
male,62,190,18,extra_active,2957
male,74,183,18,extra_active,3102
female,55,173,20,sedentary,1644
male,58,172,22,extra_active,2630
male,79,174,21,light_exercise,2216
female,79,155,23,extra_active,2817
male,82,150,23,very_active,2556
female,46,153,18,sedentary,1398
female,42,176,22,very_active,2155
female,65,157,23,light_exercise,1863
female,56,175,24,sedentary,1647
female,43,151,23,light_exercise,1509
female,69,175,19,moderate_exercise,2368
female,81,161,20,very_active,2683
male,78,197,20,light_exercise,2407
male,89,154,21,light_exercise,2181
male,73,152,18,sedentary,1715
male,88,197,20,light_exercise,2544
male,96,160,19,sedentary,2045
female,82,165,22,extra_active,3002
female,59,169,23,extra_active,2603
female,68,170,18,light_exercise,2051
female,82,153,18,extra_active,2898
male,96,162,18,sedentary,2066
male,72,153,19,light_exercise,1953
female,44,174,18,very_active,2202
female,41,173,24,light_exercise,1664
female,76,162,22,very_active,2590
male,68,194,20,light_exercise,2243
male,78,178,18,moderate_exercise,2544
female,80,152,24,very_active,2534
female,74,170,20,moderate_exercise,2389
male,91,185,22,moderate_exercise,2783
male,98,192,19,sedentary,2309
male,92,196,24,very_active,3215
male,93,153,20,light_exercise,2235
male,74,172,18,extra_active,2972
female,41,170,22,sedentary,1442
male,70,171,20,moderate_exercise,2337
female,65,174,19,extra_active,2815
male,80,199,18,light_exercise,2465
female,42,158,19,light_exercise,1583
male,50,185,22,extra_active,2632
female,51,154,18,very_active,2107
male,60,178,19,light_exercise,2003
female,81,174,21,moderate_exercise,2529
male,71,172,18,light_exercise,2109
female,48,177,24,light_exercise,1795
male,88,189,18,very_active,3123
female,88,170,24,very_active,2866
male,87,158,19,moderate_exercise,2482
male,62,164,21,very_active,2379
male,94,181,19,sedentary,2178
male,81,198,18,moderate_exercise,2785
female,72,177,20,moderate_exercise,2426
female,51,154,23,extra_active,2273
male,63,170,20,very_active,2469
male,84,159,22,sedentary,1875
male,58,195,24,moderate_exercise,2353
male,78,172,24,moderate_exercise,2440
female,79,165,20,light_exercise,2145
male,58,162,24,light_exercise,1803
female,70,178,18,light_exercise,2147
male,72,175,19,moderate_exercise,2415
male,99,150,23,very_active,2849
male,81,187,22,very_active,2946
female,84,178,23,moderate_exercise,2599
female,56,162,24,very_active,2228
male,68,151,19,light_exercise,1881
female,58,162,22,moderate_exercise,2048
male,99,191,24,light_exercise,2616
female,61,168,22,moderate_exercise,2153
male,88,150,20,moderate_exercise,2413
female,63,170,18,extra_active,2739
male,59,198,19,moderate_exercise,2436
male,59,191,21,light_exercise,2087
male,77,168,19,extra_active,2972
female,51,161,18,sedentary,1518
female,87,166,22,very_active,2823
female,55,179,18,light_exercise,1949
male,62,155,24,very_active,2256
male,58,180,23,moderate_exercise,2215
male,55,160,21,extra_active,2440
male,78,151,21,moderate_exercise,2260
female,40,161,18,sedentary,1386
female,60,150,18,light_exercise,1769
male,91,179,20,very_active,3049
female,46,159,23,extra_active,2238
male,75,191,22,extra_active,3178
female,60,168,24,moderate_exercise,2122
female,53,169,19,moderate_exercise,2062
female,45,151,21,moderate_exercise,1748
male,90,152,22,extra_active,3000
female,72,165,21,extra_active,2822
female,53,172,23,very_active,2293
male,79,174,22,extra_active,3052
female,48,170,24,moderate_exercise,1955
male,66,170,24,light_exercise,1982
female,69,155,18,light_exercise,1936
female,74,161,23,very_active,2536
male,85,170,23,light_exercise,2250
male,88,158,22,moderate_exercise,2475
male,98,193,18,extra_active,3677
female,56,152,22,sedentary,1487
male,55,155,22,light_exercise,1716
female,47,164,18,very_active,2146
male,63,156,19,light_exercise,1855
male,95,197,19,very_active,3321
female,57,170,22,moderate_exercise,2110
female,65,173,21,sedentary,1758
male,54,159,20,sedentary,1527
female,41,172,21,light_exercise,1676
male,56,189,18,extra_active,2831
female,53,157,22,moderate_exercise,1922
female,78,175,22,sedentary,1923
female,49,172,24,sedentary,1541
female,86,163,20,moderate_exercise,2508
male,72,169,23,extra_active,2850
male,75,160,23,light_exercise,2027
male,90,189,22,extra_active,3439
female,86,174,20,sedentary,2024
male,81,160,18,moderate_exercise,2416
male,98,151,22,sedentary,1983
female,61,154,23,very_active,2236
male,66,175,20,sedentary,1791
male,75,170,20,moderate_exercise,2405
female,83,178,20,very_active,2901
male,60,196,19,sedentary,1883
male,74,189,22,extra_active,3135
male,54,170,21,moderate_exercise,2072
female,45,173,18,sedentary,1536
female,45,174,20,light_exercise,1755
male,74,191,22,light_exercise,2286
female,65,164,22,moderate_exercise,2176
female,55,176,23,extra_active,2611
female,40,163,24,extra_active,2162
male,69,197,19,very_active,2873
female,54,154,22,light_exercise,1693
male,54,152,21,extra_active,2326
male,62,165,19,moderate_exercise,2163
male,63,184,22,moderate_exercise,2339
female,84,174,18,light_exercise,2305
male,88,158,21,extra_active,3043
female,68,164,18,moderate_exercise,2254
male,84,162,22,extra_active,3005
male,55,188,19,extra_active,2791
female,50,174,19,sedentary,1598
male,75,186,19,extra_active,3147
male,65,171,20,extra_active,2770
male,80,164,24,extra_active,2934
female,49,165,19,moderate_exercise,1961
female,48,159,22,light_exercise,1654
female,44,172,19,very_active,2172
male,69,162,18,moderate_exercise,2250
female,50,174,23,extra_active,2492
female,58,171,23,very_active,2368
female,73,173,18,moderate_exercise,2418
male,52,189,21,very_active,2476
male,86,151,24,extra_active,2893
female,57,172,22,light_exercise,1889
female,71,150,21,light_exercise,1900
male,56,184,18,light_exercise,2006
male,98,177,21,very_active,3140
male,70,165,20,extra_active,2793
female,87,161,21,moderate_exercise,2496
female,66,161,20,sedentary,1686
female,85,172,23,sedentary,1979
male,70,151,23,extra_active,2599
male,85,199,18,extra_active,3501
female,42,155,20,very_active,1945
male,57,155,23,light_exercise,1736
female,86,168,18,sedentary,1991
female,88,153,23,very_active,2691
female,45,156,19,sedentary,1403
female,41,169,24,moderate_exercise,1837
female,48,164,20,extra_active,2364
male,58,190,23,moderate_exercise,2312
male,70,179,19,moderate_exercise,2422
female,50,167,20,very_active,2213
male,74,197,24,moderate_exercise,2620
female,83,176,19,extra_active,3181
male,74,165,23,light_exercise,2056
male,76,166,19,light_exercise,2120
male,97,159,24,moderate_exercise,2608
female,83,167,21,light_exercise,2211
male,95,173,24,extra_active,3325
male,75,185,18,extra_active,3145
female,55,179,21,extra_active,2665
female,57,175,18,very_active,2437
male,70,190,19,very_active,2814
female,65,158,24,sedentary,1628
female,41,169,23,very_active,2053
female,70,159,21,moderate_exercise,2213
male,55,189,22,very_active,2519
female,87,161,19,moderate_exercise,2511
female,58,159,21,sedentary,1569
male,72,186,21,moderate_exercise,2506
female,49,166,20,light_exercise,1741
male,59,155,24,sedentary,1533
female,48,174,22,sedentary,1556
male,99,199,24,sedentary,2343
male,83,164,23,moderate_exercise,2447
female,88,163,23,sedentary,1947
female,51,176,22,light_exercise,1841
female,62,157,18,very_active,2329
female,67,174,22,moderate_exercise,2304
female,82,162,22,very_active,2694
female,83,150,19,extra_active,2872
male,97,180,21,extra_active,3475
male,57,186,23,very_active,2512
female,58,151,22,sedentary,1503
female,53,172,20,sedentary,1613
male,76,153,21,very_active,2502
male,63,171,24,light_exercise,1949
female,50,161,19,sedentary,1500
male,93,158,24,extra_active,3109
female,58,167,24,very_active,2316
female,87,162,22,sedentary,1934
female,45,169,19,light_exercise,1719
male,99,154,19,very_active,2926
male,86,197,21,extra_active,3468
female,81,161,21,extra_active,2945
male,84,182,24,moderate_exercise,2630
female,82,162,24,moderate_exercise,2405
female,60,169,20,light_exercise,1918
female,64,168,22,extra_active,2696
male,80,188,21,sedentary,2051
female,51,163,20,very_active,2187
female,75,162,18,sedentary,1814
male,55,183,21,light_exercise,1963
female,74,176,22,moderate_exercise,2432
male,54,194,24,light_exercise,2023
female,66,169,19,sedentary,1752
male,86,197,20,extra_active,3477
male,98,155,24,moderate_exercise,2585
male,71,151,20,extra_active,2646
male,55,191,23,moderate_exercise,2275
male,79,153,24,extra_active,2784
male,73,187,21,sedentary,1959
female,71,174,22,moderate_exercise,2366
female,60,161,22,sedentary,1602
female,76,158,24,sedentary,1760
male,83,153,24,sedentary,1806
male,73,163,21,extra_active,2817
male,54,196,22,light_exercise,2054
male,89,182,22,light_exercise,2415
male,98,183,21,light_exercise,2554
male,78,186,18,very_active,2918
female,41,179,18,sedentary,1533
male,90,151,19,extra_active,3017
female,60,177,20,extra_active,2746
female,53,159,23,moderate_exercise,1934
male,63,198,19,light_exercise,2216
male,56,194,24,moderate_exercise,2312
male,82,157,24,light_exercise,2090
female,53,169,19,extra_active,2527
female,43,154,18,sedentary,1370
male,65,196,22,light_exercise,2206
female,42,155,20,sedentary,1353
male,64,182,22,very_active,2599
female,65,150,21,very_active,2280
male,86,172,21,light_exercise,2295
female,40,168,18,light_exercise,1649
male,57,173,22,moderate_exercise,2139
male,86,182,20,very_active,2995
male,92,199,18,sedentary,2295
female,55,176,24,light_exercise,1882
male,73,162,18,light_exercise,2051
male,92,155,18,sedentary,1965
female,49,177,19,extra_active,2546
male,52,167,21,very_active,2239
female,60,178,23,sedentary,1724
female,42,159,18,extra_active,2209
female,61,160,19,extra_active,2573
female,88,177,24,moderate_exercise,2643
female,69,176,20,extra_active,2905
male,74,165,21,very_active,2597
female,66,154,23,sedentary,1616
female,80,178,20,moderate_exercise,2560
female,50,152,23,moderate_exercise,1820
male,79,154,19,light_exercise,2058
male,50,184,21,moderate_exercise,2145
female,70,163,21,extra_active,2760
female,77,169,24,light_exercise,2125
male,90,197,21,extra_active,3544
male,54,186,24,very_active,2452
male,54,193,24,moderate_exercise,2271
male,99,165,24,very_active,3002
female,83,157,22,very_active,2657
male,89,168,23,very_active,2870
female,62,168,18,very_active,2448
female,52,174,18,light_exercise,1865
male,93,173,24,light_exercise,2379
male,87,194,21,moderate_exercise,2816
male,68,159,20,light_exercise,1943
female,73,171,22,light_exercise,2101
male,85,178,18,extra_active,3252
female,68,154,19,moderate_exercise,2149
male,52,183,24,moderate_exercise,2143
male,70,160,18,extra_active,2753
female,81,156,24,extra_active,2858
female,66,152,19,extra_active,2573
female,67,178,21,moderate_exercise,2351
female,67,154,24,very_active,2331
male,58,169,23,moderate_exercise,2108
male,51,150,24,extra_active,2216
male,70,167,19,very_active,2566
male,57,162,19,light_exercise,1824
female,68,167,22,very_active,2506
male,65,175,23,very_active,2532
male,73,158,18,sedentary,1760
female,47,165,24,very_active,2105
male,83,172,22,sedentary,1961
male,83,152,24,extra_active,2848
male,52,154,22,light_exercise,1666
female,55,153,18,moderate_exercise,1946
female,76,155,24,light_exercise,1991
female,53,179,19,very_active,2402
male,75,182,24,extra_active,3052
male,58,161,24,very_active,2252
female,40,167,21,moderate_exercise,1826
female,69,166,18,extra_active,2805
female,82,176,23,moderate_exercise,2548
female,45,179,20,light_exercise,1798
male,58,187,23,very_active,2540
female,70,179,21,very_active,2678
male,77,188,20,extra_active,3200
male,79,198,23,sedentary,2102
female,62,159,24,extra_active,2532
male,61,185,20,extra_active,2860
female,43,173,23,moderate_exercise,1915
male,99,180,18,extra_active,3542
male,68,169,19,moderate_exercise,2294
male,64,151,19,sedentary,1593
female,88,153,21,moderate_exercise,2434
female,60,177,18,moderate_exercise,2256
male,97,196,18,light_exercise,2673
male,66,156,18,light_exercise,1903
male,56,171,22,moderate_exercise,2105
male,92,188,19,light_exercise,2529
female,66,167,18,sedentary,1743
male,83,172,19,sedentary,1979
male,98,156,21,very_active,2914
male,90,194,21,moderate_exercise,2862
male,52,164,21,moderate_exercise,1982
female,78,161,24,very_active,2597
female,45,164,23,extra_active,2278
female,68,162,24,moderate_exercise,2188
female,68,168,22,extra_active,2772
male,52,171,18,extra_active,2542
male,85,186,23,light_exercise,2388
female,86,164,22,very_active,2784
male,54,180,20,extra_active,2668
male,84,174,19,sedentary,2006
male,55,152,22,very_active,2120
male,67,161,24,light_exercise,1918
male,67,192,23,very_active,2750
female,46,171,21,moderate_exercise,1957
female,79,173,24,moderate_exercise,2465
female,75,162,19,extra_active,2862
female,77,155,23,light_exercise,2011
male,51,184,18,sedentary,1691
female,74,177,20,extra_active,3012
male,92,199,22,very_active,3265
male,65,192,23,light_exercise,2164
female,86,164,18,moderate_exercise,2533
male,56,157,20,extra_active,2432
male,55,173,22,light_exercise,1870
male,52,173,23,light_exercise,1822
female,67,179,23,moderate_exercise,2345
male,66,160,20,extra_active,2658
male,80,190,20,moderate_exercise,2676
female,50,172,22,moderate_exercise,2021
male,81,172,21,very_active,2793
female,44,171,21,very_active,2144
female,80,157,20,sedentary,1824
male,68,156,20,sedentary,1673
female,46,178,19,extra_active,2501
female,84,153,18,light_exercise,2125
female,81,177,21,moderate_exercise,2558
male,51,191,18,sedentary,1743
female,43,150,21,extra_active,2093
female,42,167,23,sedentary,1425
female,52,177,21,extra_active,2584
female,41,171,19,moderate_exercise,1895
female,59,174,20,extra_active,2691
female,49,167,21,very_active,2187
male,66,164,24,very_active,2422
female,53,165,24,moderate_exercise,1984
female,75,161,20,light_exercise,2056
male,60,182,23,moderate_exercise,2265
female,56,173,21,extra_active,2613
female,45,172,20,sedentary,1517
female,65,173,20,sedentary,1764
female,52,150,18,sedentary,1448
female,44,155,24,very_active,1945
female,50,169,20,very_active,2234
male,55,186,18,very_active,2521
male,63,199,18,moderate_exercise,2515
male,83,173,20,moderate_exercise,2558
male,97,160,18,sedentary,2063
male,73,150,24,sedentary,1664
female,65,156,21,very_active,2344
female,74,158,18,sedentary,1772
female,40,158,22,moderate_exercise,1731
female,62,156,20,moderate_exercise,2068
female,51,173,19,extra_active,2537
female,78,171,18,light_exercise,2197
male,71,186,21,very_active,2771
male,96,192,22,sedentary,2267
female,89,151,19,moderate_exercise,2446
female,49,158,24,moderate_exercise,1855
female,45,179,19,very_active,2264
female,72,166,19,very_active,2590
female,78,165,22,moderate_exercise,2387
female,60,161,21,sedentary,1608
female,52,162,18,light_exercise,1762
male,88,194,21,moderate_exercise,2831
female,73,165,19,extra_active,2860
male,63,166,19,light_exercise,1941
male,69,175,20,very_active,2627
male,52,172,20,extra_active,2535
male,82,180,21,light_exercise,2309
female,83,161,20,light_exercise,2166
male,72,197,19,moderate_exercise,2628
female,53,179,24,extra_active,2599
male,81,188,23,light_exercise,2350
female,66,175,19,extra_active,2846
male,50,199,22,light_exercise,2025
male,91,151,23,very_active,2722
male,55,155,24,very_active,2135
female,77,157,19,sedentary,1794
male,66,154,24,moderate_exercise,2079
male,59,153,22,sedentary,1530
male,78,174,21,sedentary,1922
male,66,169,20,very_active,2510
female,59,168,20,very_active,2379
male,70,185,22,extra_active,3012
female,65,156,23,moderate_exercise,2091
male,51,165,23,extra_active,2404
male,52,173,18,extra_active,2565
male,75,158,24,light_exercise,2003
male,69,196,18,very_active,2870
female,82,174,20,extra_active,3128
female,71,169,23,extra_active,2831
female,61,176,20,sedentary,1739
male,58,161,19,extra_active,2527
female,86,178,21,light_exercise,2346
male,86,151,20,very_active,2661
male,78,167,23,extra_active,2941
male,90,191,22,sedentary,2187
male,95,194,19,moderate_exercise,2955
female,62,160,20,extra_active,2582
male,86,165,24,light_exercise,2214
female,61,160,18,very_active,2344
male,78,186,24,sedentary,1994
female,62,164,21,light_exercise,1896
female,61,167,21,sedentary,1665
male,84,181,24,moderate_exercise,2620
male,68,170,19,light_exercise,2044
male,59,164,22,light_exercise,1848
male,83,193,18,sedentary,2142
female,40,165,24,sedentary,1380
female,76,168,19,light_exercise,2137
male,88,185,20,light_exercise,2441
male,89,186,18,sedentary,2162
male,99,156,20,moderate_exercise,2641
female,56,170,19,extra_active,2596
female,70,168,23,extra_active,2801
female,41,173,18,light_exercise,1705
male,65,167,22,extra_active,2703
female,69,162,22,light_exercise,1968
female,87,176,22,very_active,2931
female,89,178,23,very_active,2978
male,99,151,22,very_active,2868
male,62,186,23,light_exercise,2071
female,56,158,19,very_active,2228
female,63,150,20,very_active,2254
female,52,174,18,moderate_exercise,2103
male,69,151,24,moderate_exercise,2097
male,88,152,22,very_active,2689
male,87,185,20,sedentary,2118
male,83,155,20,moderate_exercise,2384
male,80,192,19,moderate_exercise,2703
female,83,164,19,extra_active,3038
